clause_id,model,win_share
12,checkpoints/community-alignment/llama3.1-8b-soft-us,0.151
12,meta-llama/Llama-3.1-8B,0.0545
13,checkpoints/community-alignment/llama3.1-8b-full-global,0.1875
13,checkpoints/community-alignment/llama3.1-8b-full-us,0.2235
13,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1515
13,checkpoints/community-alignment/llama3.1-8b-soft-us,0.235
13,meta-llama/Llama-3.1-8B,0.2025
14,checkpoints/community-alignment/llama3.1-8b-full-global,0.1895
14,checkpoints/community-alignment/llama3.1-8b-full-us,0.261
14,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2685
14,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1805
14,meta-llama/Llama-3.1-8B,0.1005
15,checkpoints/community-alignment/llama3.1-8b-full-global,0.1505
15,checkpoints/community-alignment/llama3.1-8b-full-us,0.2815
15,checkpoints/community-alignment/llama3.1-8b-hard-us,0.234
15,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2125
15,meta-llama/Llama-3.1-8B,0.1215
16,checkpoints/community-alignment/llama3.1-8b-full-global,0.2035
16,checkpoints/community-alignment/llama3.1-8b-full-us,0.254
16,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2025
16,checkpoints/community-alignment/llama3.1-8b-soft-us,0.237
16,meta-llama/Llama-3.1-8B,0.103
17,checkpoints/community-alignment/llama3.1-8b-full-global,0.248
17,checkpoints/community-alignment/llama3.1-8b-full-us,0.244
17,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2205
17,checkpoints/community-alignment/llama3.1-8b-soft-us,0.238
17,meta-llama/Llama-3.1-8B,0.0495
18,checkpoints/community-alignment/llama3.1-8b-full-global,0.2165
18,checkpoints/community-alignment/llama3.1-8b-full-us,0.171
18,checkpoints/community-alignment/llama3.1-8b-hard-us,0.196
18,checkpoints/community-alignment/llama3.1-8b-soft-us,0.189
18,meta-llama/Llama-3.1-8B,0.2275
19,checkpoints/community-alignment/llama3.1-8b-full-global,0.163
19,checkpoints/community-alignment/llama3.1-8b-full-us,0.2505
19,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2445
19,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2035
19,meta-llama/Llama-3.1-8B,0.1385
20,checkpoints/community-alignment/llama3.1-8b-full-global,0.1845
20,checkpoints/community-alignment/llama3.1-8b-full-us,0.252
20,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1645
20,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1985
20,meta-llama/Llama-3.1-8B,0.2005
21,checkpoints/community-alignment/llama3.1-8b-full-global,0.2565
21,checkpoints/community-alignment/llama3.1-8b-full-us,0.267
21,checkpoints/community-alignment/llama3.1-8b-hard-us,0.204
21,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1835
21,meta-llama/Llama-3.1-8B,0.089
22,checkpoints/community-alignment/llama3.1-8b-full-global,0.218
22,checkpoints/community-alignment/llama3.1-8b-full-us,0.1215
22,checkpoints/community-alignment/llama3.1-8b-hard-us,0.183
22,checkpoints/community-alignment/llama3.1-8b-soft-us,0.204
22,meta-llama/Llama-3.1-8B,0.2735
23,checkpoints/community-alignment/llama3.1-8b-full-global,0.2225
23,checkpoints/community-alignment/llama3.1-8b-full-us,0.2695
23,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2485
23,checkpoints/community-alignment/llama3.1-8b-soft-us,0.197
23,meta-llama/Llama-3.1-8B,0.0625
24,checkpoints/community-alignment/llama3.1-8b-full-global,0.2245
24,checkpoints/community-alignment/llama3.1-8b-full-us,0.1175
24,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1395
24,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2185
24,meta-llama/Llama-3.1-8B,0.3
25,checkpoints/community-alignment/llama3.1-8b-full-global,0.186
25,checkpoints/community-alignment/llama3.1-8b-full-us,0.143
25,checkpoints/community-alignment/llama3.1-8b-hard-us,0.176
25,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2565
25,meta-llama/Llama-3.1-8B,0.2385
26,checkpoints/community-alignment/llama3.1-8b-full-global,0.2505
26,checkpoints/community-alignment/llama3.1-8b-full-us,0.2525
26,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2095
26,checkpoints/community-alignment/llama3.1-8b-soft-us,0.198
26,meta-llama/Llama-3.1-8B,0.0895
27,checkpoints/community-alignment/llama3.1-8b-full-global,0.2365
27,checkpoints/community-alignment/llama3.1-8b-full-us,0.2145
27,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1455
27,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2305
27,meta-llama/Llama-3.1-8B,0.173
28,checkpoints/community-alignment/llama3.1-8b-full-global,0.214
28,checkpoints/community-alignment/llama3.1-8b-full-us,0.2325
28,checkpoints/community-alignment/llama3.1-8b-hard-us,0.239
28,checkpoints/community-alignment/llama3.1-8b-soft-us,0.257
28,meta-llama/Llama-3.1-8B,0.0575
29,checkpoints/community-alignment/llama3.1-8b-full-global,0.1935
29,checkpoints/community-alignment/llama3.1-8b-full-us,0.206
29,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2025
29,checkpoints/community-alignment/llama3.1-8b-soft-us,0.207
29,meta-llama/Llama-3.1-8B,0.191
30,checkpoints/community-alignment/llama3.1-8b-full-global,0.2045
30,checkpoints/community-alignment/llama3.1-8b-full-us,0.156
30,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1855
30,checkpoints/community-alignment/llama3.1-8b-soft-us,0.17
30,meta-llama/Llama-3.1-8B,0.284
31,checkpoints/community-alignment/llama3.1-8b-full-global,0.168
31,checkpoints/community-alignment/llama3.1-8b-full-us,0.239
31,checkpoints/community-alignment/llama3.1-8b-hard-us,0.182
31,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2795
31,meta-llama/Llama-3.1-8B,0.1315
32,checkpoints/community-alignment/llama3.1-8b-full-global,0.2245
32,checkpoints/community-alignment/llama3.1-8b-full-us,0.2155
32,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2045
32,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1705
32,meta-llama/Llama-3.1-8B,0.185
33,checkpoints/community-alignment/llama3.1-8b-full-global,0.218
33,checkpoints/community-alignment/llama3.1-8b-full-us,0.2465
33,checkpoints/community-alignment/llama3.1-8b-hard-us,0.228
33,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1605
33,meta-llama/Llama-3.1-8B,0.147
34,checkpoints/community-alignment/llama3.1-8b-full-global,0.2245
34,checkpoints/community-alignment/llama3.1-8b-full-us,0.298
34,checkpoints/community-alignment/llama3.1-8b-hard-us,0.136
34,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2505
34,meta-llama/Llama-3.1-8B,0.091
35,checkpoints/community-alignment/llama3.1-8b-full-global,0.204
35,checkpoints/community-alignment/llama3.1-8b-full-us,0.246
35,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1835
35,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2255
35,meta-llama/Llama-3.1-8B,0.141
36,checkpoints/community-alignment/llama3.1-8b-full-global,0.1875
36,checkpoints/community-alignment/llama3.1-8b-full-us,0.2325
36,checkpoints/community-alignment/llama3.1-8b-hard-us,0.228
36,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2065
36,meta-llama/Llama-3.1-8B,0.1455
37,checkpoints/community-alignment/llama3.1-8b-full-global,0.2175
37,checkpoints/community-alignment/llama3.1-8b-full-us,0.182
37,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2275
37,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2375
37,meta-llama/Llama-3.1-8B,0.1355
38,checkpoints/community-alignment/llama3.1-8b-full-global,0.1355
38,checkpoints/community-alignment/llama3.1-8b-full-us,0.2115
38,checkpoints/community-alignment/llama3.1-8b-hard-us,0.231
38,checkpoints/community-alignment/llama3.1-8b-soft-us,0.243
38,meta-llama/Llama-3.1-8B,0.179
39,checkpoints/community-alignment/llama3.1-8b-full-global,0.2405
39,checkpoints/community-alignment/llama3.1-8b-full-us,0.269
39,checkpoints/community-alignment/llama3.1-8b-hard-us,0.172
39,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2335
39,meta-llama/Llama-3.1-8B,0.085
40,checkpoints/community-alignment/llama3.1-8b-full-global,0.2195
40,checkpoints/community-alignment/llama3.1-8b-full-us,0.1485
40,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1515
40,checkpoints/community-alignment/llama3.1-8b-soft-us,0.219
40,meta-llama/Llama-3.1-8B,0.2615
41,checkpoints/community-alignment/llama3.1-8b-full-global,0.2225
41,checkpoints/community-alignment/llama3.1-8b-full-us,0.1345
41,checkpoints/community-alignment/llama3.1-8b-hard-us,0.18
41,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1785
41,meta-llama/Llama-3.1-8B,0.2845
42,checkpoints/community-alignment/llama3.1-8b-full-global,0.202
42,checkpoints/community-alignment/llama3.1-8b-full-us,0.25
42,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2145
42,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2585
42,meta-llama/Llama-3.1-8B,0.075
43,checkpoints/community-alignment/llama3.1-8b-full-global,0.207
43,checkpoints/community-alignment/llama3.1-8b-full-us,0.1795
43,checkpoints/community-alignment/llama3.1-8b-hard-us,0.196
43,checkpoints/community-alignment/llama3.1-8b-soft-us,0.18
43,meta-llama/Llama-3.1-8B,0.2375
44,checkpoints/community-alignment/llama3.1-8b-full-global,0.203
44,checkpoints/community-alignment/llama3.1-8b-full-us,0.25
44,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1995
44,checkpoints/community-alignment/llama3.1-8b-soft-us,0.232
44,meta-llama/Llama-3.1-8B,0.1155
45,checkpoints/community-alignment/llama3.1-8b-full-global,0.2
45,checkpoints/community-alignment/llama3.1-8b-full-us,0.28
45,checkpoints/community-alignment/llama3.1-8b-hard-us,0.232
45,checkpoints/community-alignment/llama3.1-8b-soft-us,0.19
45,meta-llama/Llama-3.1-8B,0.098
46,checkpoints/community-alignment/llama3.1-8b-full-global,0.236
46,checkpoints/community-alignment/llama3.1-8b-full-us,0.287
46,checkpoints/community-alignment/llama3.1-8b-hard-us,0.187
46,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1995
46,meta-llama/Llama-3.1-8B,0.0905
47,checkpoints/community-alignment/llama3.1-8b-full-global,0.1815
47,checkpoints/community-alignment/llama3.1-8b-full-us,0.174
47,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2045
47,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1585
47,meta-llama/Llama-3.1-8B,0.2815
48,checkpoints/community-alignment/llama3.1-8b-full-global,0.2305
48,checkpoints/community-alignment/llama3.1-8b-full-us,0.2505
48,checkpoints/community-alignment/llama3.1-8b-hard-us,0.152
48,checkpoints/community-alignment/llama3.1-8b-soft-us,0.288
48,meta-llama/Llama-3.1-8B,0.079
49,checkpoints/community-alignment/llama3.1-8b-full-global,0.193
49,checkpoints/community-alignment/llama3.1-8b-full-us,0.22
49,checkpoints/community-alignment/llama3.1-8b-hard-us,0.19
49,checkpoints/community-alignment/llama3.1-8b-soft-us,0.235
49,meta-llama/Llama-3.1-8B,0.162
50,checkpoints/community-alignment/llama3.1-8b-full-global,0.22
50,checkpoints/community-alignment/llama3.1-8b-full-us,0.21
50,checkpoints/community-alignment/llama3.1-8b-hard-us,0.179
50,checkpoints/community-alignment/llama3.1-8b-soft-us,0.206
50,meta-llama/Llama-3.1-8B,0.185
51,checkpoints/community-alignment/llama3.1-8b-full-global,0.199
51,checkpoints/community-alignment/llama3.1-8b-full-us,0.138
51,checkpoints/community-alignment/llama3.1-8b-hard-us,0.19
51,checkpoints/community-alignment/llama3.1-8b-soft-us,0.239
51,meta-llama/Llama-3.1-8B,0.234
52,checkpoints/community-alignment/llama3.1-8b-full-global,0.169
52,checkpoints/community-alignment/llama3.1-8b-full-us,0.2445
52,checkpoints/community-alignment/llama3.1-8b-hard-us,0.266
52,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1925
52,meta-llama/Llama-3.1-8B,0.128
53,checkpoints/community-alignment/llama3.1-8b-full-global,0.237
53,checkpoints/community-alignment/llama3.1-8b-full-us,0.1745
53,checkpoints/community-alignment/llama3.1-8b-hard-us,0.205
53,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1835
53,meta-llama/Llama-3.1-8B,0.2
54,checkpoints/community-alignment/llama3.1-8b-full-global,0.1975
54,checkpoints/community-alignment/llama3.1-8b-full-us,0.2
54,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1755
54,checkpoints/community-alignment/llama3.1-8b-soft-us,0.226
54,meta-llama/Llama-3.1-8B,0.201
55,checkpoints/community-alignment/llama3.1-8b-full-global,0.223
55,checkpoints/community-alignment/llama3.1-8b-full-us,0.207
55,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1535
55,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2385
55,meta-llama/Llama-3.1-8B,0.178
56,checkpoints/community-alignment/llama3.1-8b-full-global,0.195
56,checkpoints/community-alignment/llama3.1-8b-full-us,0.249
56,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2015
56,checkpoints/community-alignment/llama3.1-8b-soft-us,0.226
56,meta-llama/Llama-3.1-8B,0.1285
57,checkpoints/community-alignment/llama3.1-8b-full-global,0.198
57,checkpoints/community-alignment/llama3.1-8b-full-us,0.184
57,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1965
57,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2315
57,meta-llama/Llama-3.1-8B,0.19
58,checkpoints/community-alignment/llama3.1-8b-full-global,0.2055
58,checkpoints/community-alignment/llama3.1-8b-full-us,0.1595
58,checkpoints/community-alignment/llama3.1-8b-hard-us,0.181
58,checkpoints/community-alignment/llama3.1-8b-soft-us,0.1815
58,meta-llama/Llama-3.1-8B,0.2725
59,checkpoints/community-alignment/llama3.1-8b-full-global,0.2435
59,checkpoints/community-alignment/llama3.1-8b-full-us,0.162
59,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1465
59,checkpoints/community-alignment/llama3.1-8b-soft-us,0.174
59,meta-llama/Llama-3.1-8B,0.274
60,checkpoints/community-alignment/llama3.1-8b-full-global,0.262
60,checkpoints/community-alignment/llama3.1-8b-full-us,0.1155
60,checkpoints/community-alignment/llama3.1-8b-hard-us,0.16
60,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2105
60,meta-llama/Llama-3.1-8B,0.252
61,checkpoints/community-alignment/llama3.1-8b-full-global,0.184
61,checkpoints/community-alignment/llama3.1-8b-full-us,0.2635
61,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2485
61,checkpoints/community-alignment/llama3.1-8b-soft-us,0.201
61,meta-llama/Llama-3.1-8B,0.103
62,checkpoints/community-alignment/llama3.1-8b-full-global,0.199
62,checkpoints/community-alignment/llama3.1-8b-full-us,0.2835
62,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2065
62,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2685
62,meta-llama/Llama-3.1-8B,0.0425
63,checkpoints/community-alignment/llama3.1-8b-full-global,0.202
63,checkpoints/community-alignment/llama3.1-8b-full-us,0.236
63,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2065
63,checkpoints/community-alignment/llama3.1-8b-soft-us,0.217
63,meta-llama/Llama-3.1-8B,0.1385
64,checkpoints/community-alignment/llama3.1-8b-full-global,0.215
64,checkpoints/community-alignment/llama3.1-8b-full-us,0.1345
64,checkpoints/community-alignment/llama3.1-8b-hard-us,0.174
64,checkpoints/community-alignment/llama3.1-8b-soft-us,0.21
64,meta-llama/Llama-3.1-8B,0.2665
65,checkpoints/community-alignment/llama3.1-8b-full-global,0.2175
65,checkpoints/community-alignment/llama3.1-8b-full-us,0.176
65,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1675
65,checkpoints/community-alignment/llama3.1-8b-soft-us,0.201
65,meta-llama/Llama-3.1-8B,0.238
66,checkpoints/community-alignment/llama3.1-8b-full-global,0.2205
66,checkpoints/community-alignment/llama3.1-8b-full-us,0.178
66,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2295
66,checkpoints/community-alignment/llama3.1-8b-soft-us,0.133
66,meta-llama/Llama-3.1-8B,0.239
67,checkpoints/community-alignment/llama3.1-8b-full-global,0.1995
67,checkpoints/community-alignment/llama3.1-8b-full-us,0.2635
67,checkpoints/community-alignment/llama3.1-8b-hard-us,0.18
67,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2525
67,meta-llama/Llama-3.1-8B,0.1045
68,checkpoints/community-alignment/llama3.1-8b-full-global,0.2045
68,checkpoints/community-alignment/llama3.1-8b-full-us,0.157
68,checkpoints/community-alignment/llama3.1-8b-hard-us,0.183
68,checkpoints/community-alignment/llama3.1-8b-soft-us,0.193
68,meta-llama/Llama-3.1-8B,0.2625
69,checkpoints/community-alignment/llama3.1-8b-full-global,0.263
69,checkpoints/community-alignment/llama3.1-8b-full-us,0.1105
69,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1535
69,checkpoints/community-alignment/llama3.1-8b-soft-us,0.213
69,meta-llama/Llama-3.1-8B,0.26
70,checkpoints/community-alignment/llama3.1-8b-full-global,0.182
70,checkpoints/community-alignment/llama3.1-8b-full-us,0.291
70,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1995
70,checkpoints/community-alignment/llama3.1-8b-soft-us,0.22
70,meta-llama/Llama-3.1-8B,0.1075
71,checkpoints/community-alignment/llama3.1-8b-full-global,0.228
71,checkpoints/community-alignment/llama3.1-8b-full-us,0.191
71,checkpoints/community-alignment/llama3.1-8b-hard-us,0.1525
71,checkpoints/community-alignment/llama3.1-8b-soft-us,0.237
71,meta-llama/Llama-3.1-8B,0.1915
72,checkpoints/community-alignment/llama3.1-8b-full-global,0.16
72,checkpoints/community-alignment/llama3.1-8b-full-us,0.2565
72,checkpoints/community-alignment/llama3.1-8b-hard-us,0.2115
72,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2395
72,meta-llama/Llama-3.1-8B,0.1325
73,checkpoints/community-alignment/llama3.1-8b-full-global,0.23
73,checkpoints/community-alignment/llama3.1-8b-full-us,0.1335
73,checkpoints/community-alignment/llama3.1-8b-hard-us,0.196
73,checkpoints/community-alignment/llama3.1-8b-soft-us,0.192
73,meta-llama/Llama-3.1-8B,0.2485
74,checkpoints/community-alignment/llama3.1-8b-full-global,0.226
74,checkpoints/community-alignment/llama3.1-8b-full-us,0.2015
74,checkpoints/community-alignment/llama3.1-8b-hard-us,0.203
74,checkpoints/community-alignment/llama3.1-8b-soft-us,0.171
74,meta-llama/Llama-3.1-8B,0.1985
75,checkpoints/community-alignment/llama3.1-8b-full-global,0.2045
75,checkpoints/community-alignment/llama3.1-8b-full-us,0.1875
75,checkpoints/community-alignment/llama3.1-8b-hard-us,0.199
75,checkpoints/community-alignment/llama3.1-8b-soft-us,0.2245
75,meta-llama/Llama-3.1-8B,0.1845
