clause_id,model,win_share
12,checkpoints/llama3.1-8b-soft-panel-clipped,0.14966666666666667
12,checkpoints/llama3.1-8b-soft-panel-sqrt,0.15233333333333332
12,checkpoints/llama3.1-8b-soft-panel-square,0.14933333333333335
13,checkpoints/llama3.1-8b-full-prism,0.204
13,checkpoints/llama3.1-8b-hard-panel,0.157
13,checkpoints/llama3.1-8b-soft-panel,0.209
13,checkpoints/llama3.1-8b-soft-panel-clipped,0.144
13,checkpoints/llama3.1-8b-soft-panel-sqrt,0.12733333333333333
13,checkpoints/llama3.1-8b-soft-panel-square,0.15866666666666668
14,checkpoints/llama3.1-8b-full-prism,0.15966666666666668
14,checkpoints/llama3.1-8b-hard-panel,0.17366666666666666
14,checkpoints/llama3.1-8b-soft-panel,0.15266666666666667
14,checkpoints/llama3.1-8b-soft-panel-clipped,0.179
14,checkpoints/llama3.1-8b-soft-panel-sqrt,0.15566666666666668
14,checkpoints/llama3.1-8b-soft-panel-square,0.17933333333333334
15,checkpoints/llama3.1-8b-full-prism,0.13133333333333333
15,checkpoints/llama3.1-8b-hard-panel,0.21266666666666667
15,checkpoints/llama3.1-8b-soft-panel,0.14266666666666666
15,checkpoints/llama3.1-8b-soft-panel-clipped,0.17633333333333334
15,checkpoints/llama3.1-8b-soft-panel-sqrt,0.17866666666666667
15,checkpoints/llama3.1-8b-soft-panel-square,0.15833333333333333
16,checkpoints/llama3.1-8b-full-prism,0.135
16,checkpoints/llama3.1-8b-hard-panel,0.16666666666666666
16,checkpoints/llama3.1-8b-soft-panel,0.134
16,checkpoints/llama3.1-8b-soft-panel-clipped,0.189
16,checkpoints/llama3.1-8b-soft-panel-sqrt,0.18933333333333333
16,checkpoints/llama3.1-8b-soft-panel-square,0.186
17,checkpoints/llama3.1-8b-full-prism,0.16
17,checkpoints/llama3.1-8b-hard-panel,0.20366666666666666
17,checkpoints/llama3.1-8b-soft-panel,0.165
17,checkpoints/llama3.1-8b-soft-panel-clipped,0.155
17,checkpoints/llama3.1-8b-soft-panel-sqrt,0.158
17,checkpoints/llama3.1-8b-soft-panel-square,0.15833333333333333
18,checkpoints/llama3.1-8b-full-prism,0.13066666666666665
18,checkpoints/llama3.1-8b-hard-panel,0.19133333333333333
18,checkpoints/llama3.1-8b-soft-panel,0.15333333333333332
18,checkpoints/llama3.1-8b-soft-panel-clipped,0.17633333333333334
18,checkpoints/llama3.1-8b-soft-panel-sqrt,0.17166666666666666
18,checkpoints/llama3.1-8b-soft-panel-square,0.17666666666666667
19,checkpoints/llama3.1-8b-full-prism,0.12933333333333333
19,checkpoints/llama3.1-8b-hard-panel,0.167
19,checkpoints/llama3.1-8b-soft-panel,0.138
19,checkpoints/llama3.1-8b-soft-panel-clipped,0.18966666666666668
19,checkpoints/llama3.1-8b-soft-panel-sqrt,0.20366666666666666
19,checkpoints/llama3.1-8b-soft-panel-square,0.17233333333333334
20,checkpoints/llama3.1-8b-full-prism,0.151
20,checkpoints/llama3.1-8b-hard-panel,0.18366666666666667
20,checkpoints/llama3.1-8b-soft-panel,0.158
20,checkpoints/llama3.1-8b-soft-panel-clipped,0.17533333333333334
20,checkpoints/llama3.1-8b-soft-panel-sqrt,0.151
20,checkpoints/llama3.1-8b-soft-panel-square,0.181
21,checkpoints/llama3.1-8b-full-prism,0.16066666666666668
21,checkpoints/llama3.1-8b-hard-panel,0.159
21,checkpoints/llama3.1-8b-soft-panel,0.14566666666666667
21,checkpoints/llama3.1-8b-soft-panel-clipped,0.16066666666666668
21,checkpoints/llama3.1-8b-soft-panel-sqrt,0.18333333333333332
21,checkpoints/llama3.1-8b-soft-panel-square,0.19066666666666668
22,checkpoints/llama3.1-8b-full-prism,0.15833333333333333
22,checkpoints/llama3.1-8b-hard-panel,0.26
22,checkpoints/llama3.1-8b-soft-panel,0.16466666666666666
22,checkpoints/llama3.1-8b-soft-panel-clipped,0.14066666666666666
22,checkpoints/llama3.1-8b-soft-panel-sqrt,0.12633333333333333
22,checkpoints/llama3.1-8b-soft-panel-square,0.15
23,checkpoints/llama3.1-8b-full-prism,0.16066666666666668
23,checkpoints/llama3.1-8b-hard-panel,0.21466666666666667
23,checkpoints/llama3.1-8b-soft-panel,0.15866666666666668
23,checkpoints/llama3.1-8b-soft-panel-clipped,0.181
23,checkpoints/llama3.1-8b-soft-panel-sqrt,0.139
23,checkpoints/llama3.1-8b-soft-panel-square,0.146
24,checkpoints/llama3.1-8b-full-prism,0.17833333333333334
24,checkpoints/llama3.1-8b-hard-panel,0.228
24,checkpoints/llama3.1-8b-soft-panel,0.171
24,checkpoints/llama3.1-8b-soft-panel-clipped,0.154
24,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14066666666666666
24,checkpoints/llama3.1-8b-soft-panel-square,0.128
25,checkpoints/llama3.1-8b-full-prism,0.18466666666666667
25,checkpoints/llama3.1-8b-hard-panel,0.198
25,checkpoints/llama3.1-8b-soft-panel,0.15966666666666668
25,checkpoints/llama3.1-8b-soft-panel-clipped,0.176
25,checkpoints/llama3.1-8b-soft-panel-sqrt,0.13266666666666665
25,checkpoints/llama3.1-8b-soft-panel-square,0.149
26,checkpoints/llama3.1-8b-full-prism,0.16166666666666665
26,checkpoints/llama3.1-8b-hard-panel,0.17033333333333334
26,checkpoints/llama3.1-8b-soft-panel,0.16166666666666665
26,checkpoints/llama3.1-8b-soft-panel-clipped,0.15733333333333333
26,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14866666666666667
26,checkpoints/llama3.1-8b-soft-panel-square,0.20033333333333334
27,checkpoints/llama3.1-8b-full-prism,0.11633333333333333
27,checkpoints/llama3.1-8b-hard-panel,0.196
27,checkpoints/llama3.1-8b-soft-panel,0.163
27,checkpoints/llama3.1-8b-soft-panel-clipped,0.16666666666666666
27,checkpoints/llama3.1-8b-soft-panel-sqrt,0.181
27,checkpoints/llama3.1-8b-soft-panel-square,0.177
28,checkpoints/llama3.1-8b-full-prism,0.15033333333333335
28,checkpoints/llama3.1-8b-hard-panel,0.19466666666666665
28,checkpoints/llama3.1-8b-soft-panel,0.14566666666666667
28,checkpoints/llama3.1-8b-soft-panel-clipped,0.182
28,checkpoints/llama3.1-8b-soft-panel-sqrt,0.16333333333333333
28,checkpoints/llama3.1-8b-soft-panel-square,0.164
29,checkpoints/llama3.1-8b-full-prism,0.149
29,checkpoints/llama3.1-8b-hard-panel,0.16066666666666668
29,checkpoints/llama3.1-8b-soft-panel,0.14633333333333334
29,checkpoints/llama3.1-8b-soft-panel-clipped,0.175
29,checkpoints/llama3.1-8b-soft-panel-sqrt,0.187
29,checkpoints/llama3.1-8b-soft-panel-square,0.182
30,checkpoints/llama3.1-8b-full-prism,0.18133333333333335
30,checkpoints/llama3.1-8b-hard-panel,0.20333333333333334
30,checkpoints/llama3.1-8b-soft-panel,0.19
30,checkpoints/llama3.1-8b-soft-panel-clipped,0.13166666666666665
30,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14366666666666666
30,checkpoints/llama3.1-8b-soft-panel-square,0.15
31,checkpoints/llama3.1-8b-full-prism,0.14266666666666666
31,checkpoints/llama3.1-8b-hard-panel,0.20066666666666666
31,checkpoints/llama3.1-8b-soft-panel,0.14233333333333334
31,checkpoints/llama3.1-8b-soft-panel-clipped,0.18233333333333332
31,checkpoints/llama3.1-8b-soft-panel-sqrt,0.18233333333333332
31,checkpoints/llama3.1-8b-soft-panel-square,0.14966666666666667
32,checkpoints/llama3.1-8b-full-prism,0.13866666666666666
32,checkpoints/llama3.1-8b-hard-panel,0.18666666666666668
32,checkpoints/llama3.1-8b-soft-panel,0.12666666666666668
32,checkpoints/llama3.1-8b-soft-panel-clipped,0.19633333333333333
32,checkpoints/llama3.1-8b-soft-panel-sqrt,0.17833333333333334
32,checkpoints/llama3.1-8b-soft-panel-square,0.17333333333333334
33,checkpoints/llama3.1-8b-full-prism,0.117
33,checkpoints/llama3.1-8b-hard-panel,0.191
33,checkpoints/llama3.1-8b-soft-panel,0.10066666666666667
33,checkpoints/llama3.1-8b-soft-panel-clipped,0.19633333333333333
33,checkpoints/llama3.1-8b-soft-panel-sqrt,0.19333333333333333
33,checkpoints/llama3.1-8b-soft-panel-square,0.20166666666666666
34,checkpoints/llama3.1-8b-full-prism,0.11733333333333333
34,checkpoints/llama3.1-8b-hard-panel,0.192
34,checkpoints/llama3.1-8b-soft-panel,0.14733333333333334
34,checkpoints/llama3.1-8b-soft-panel-clipped,0.16666666666666666
34,checkpoints/llama3.1-8b-soft-panel-sqrt,0.17933333333333334
34,checkpoints/llama3.1-8b-soft-panel-square,0.19733333333333333
35,checkpoints/llama3.1-8b-full-prism,0.12733333333333333
35,checkpoints/llama3.1-8b-hard-panel,0.163
35,checkpoints/llama3.1-8b-soft-panel,0.159
35,checkpoints/llama3.1-8b-soft-panel-clipped,0.16866666666666666
35,checkpoints/llama3.1-8b-soft-panel-sqrt,0.18
35,checkpoints/llama3.1-8b-soft-panel-square,0.202
36,checkpoints/llama3.1-8b-full-prism,0.12133333333333333
36,checkpoints/llama3.1-8b-hard-panel,0.17866666666666667
36,checkpoints/llama3.1-8b-soft-panel,0.10333333333333333
36,checkpoints/llama3.1-8b-soft-panel-clipped,0.20433333333333334
36,checkpoints/llama3.1-8b-soft-panel-sqrt,0.197
36,checkpoints/llama3.1-8b-soft-panel-square,0.19533333333333333
37,checkpoints/llama3.1-8b-full-prism,0.12133333333333333
37,checkpoints/llama3.1-8b-hard-panel,0.204
37,checkpoints/llama3.1-8b-soft-panel,0.156
37,checkpoints/llama3.1-8b-soft-panel-clipped,0.17166666666666666
37,checkpoints/llama3.1-8b-soft-panel-sqrt,0.17066666666666666
37,checkpoints/llama3.1-8b-soft-panel-square,0.17633333333333334
38,checkpoints/llama3.1-8b-full-prism,0.16533333333333333
38,checkpoints/llama3.1-8b-hard-panel,0.18833333333333332
38,checkpoints/llama3.1-8b-soft-panel,0.17566666666666667
38,checkpoints/llama3.1-8b-soft-panel-clipped,0.16466666666666666
38,checkpoints/llama3.1-8b-soft-panel-sqrt,0.15233333333333332
38,checkpoints/llama3.1-8b-soft-panel-square,0.15366666666666667
39,checkpoints/llama3.1-8b-full-prism,0.12966666666666668
39,checkpoints/llama3.1-8b-hard-panel,0.194
39,checkpoints/llama3.1-8b-soft-panel,0.152
39,checkpoints/llama3.1-8b-soft-panel-clipped,0.18866666666666668
39,checkpoints/llama3.1-8b-soft-panel-sqrt,0.157
39,checkpoints/llama3.1-8b-soft-panel-square,0.17866666666666667
40,checkpoints/llama3.1-8b-full-prism,0.14066666666666666
40,checkpoints/llama3.1-8b-hard-panel,0.25333333333333335
40,checkpoints/llama3.1-8b-soft-panel,0.10133333333333333
40,checkpoints/llama3.1-8b-soft-panel-clipped,0.16166666666666665
40,checkpoints/llama3.1-8b-soft-panel-sqrt,0.16833333333333333
40,checkpoints/llama3.1-8b-soft-panel-square,0.17466666666666666
41,checkpoints/llama3.1-8b-full-prism,0.16233333333333333
41,checkpoints/llama3.1-8b-hard-panel,0.213
41,checkpoints/llama3.1-8b-soft-panel,0.17166666666666666
41,checkpoints/llama3.1-8b-soft-panel-clipped,0.145
41,checkpoints/llama3.1-8b-soft-panel-sqrt,0.151
41,checkpoints/llama3.1-8b-soft-panel-square,0.157
42,checkpoints/llama3.1-8b-full-prism,0.17566666666666667
42,checkpoints/llama3.1-8b-hard-panel,0.22266666666666668
42,checkpoints/llama3.1-8b-soft-panel,0.153
42,checkpoints/llama3.1-8b-soft-panel-clipped,0.155
42,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14833333333333334
42,checkpoints/llama3.1-8b-soft-panel-square,0.14533333333333334
43,checkpoints/llama3.1-8b-full-prism,0.15866666666666668
43,checkpoints/llama3.1-8b-hard-panel,0.241
43,checkpoints/llama3.1-8b-soft-panel,0.14366666666666666
43,checkpoints/llama3.1-8b-soft-panel-clipped,0.15233333333333332
43,checkpoints/llama3.1-8b-soft-panel-sqrt,0.15466666666666667
43,checkpoints/llama3.1-8b-soft-panel-square,0.14966666666666667
44,checkpoints/llama3.1-8b-full-prism,0.14833333333333334
44,checkpoints/llama3.1-8b-hard-panel,0.215
44,checkpoints/llama3.1-8b-soft-panel,0.17333333333333334
44,checkpoints/llama3.1-8b-soft-panel-clipped,0.14433333333333334
44,checkpoints/llama3.1-8b-soft-panel-sqrt,0.16466666666666666
44,checkpoints/llama3.1-8b-soft-panel-square,0.15433333333333332
45,checkpoints/llama3.1-8b-full-prism,0.12866666666666668
45,checkpoints/llama3.1-8b-hard-panel,0.18733333333333332
45,checkpoints/llama3.1-8b-soft-panel,0.17333333333333334
45,checkpoints/llama3.1-8b-soft-panel-clipped,0.16333333333333333
45,checkpoints/llama3.1-8b-soft-panel-sqrt,0.17133333333333334
45,checkpoints/llama3.1-8b-soft-panel-square,0.176
46,checkpoints/llama3.1-8b-full-prism,0.115
46,checkpoints/llama3.1-8b-hard-panel,0.17766666666666667
46,checkpoints/llama3.1-8b-soft-panel,0.151
46,checkpoints/llama3.1-8b-soft-panel-clipped,0.182
46,checkpoints/llama3.1-8b-soft-panel-sqrt,0.204
46,checkpoints/llama3.1-8b-soft-panel-square,0.17033333333333334
47,checkpoints/llama3.1-8b-full-prism,0.17466666666666666
47,checkpoints/llama3.1-8b-hard-panel,0.21466666666666667
47,checkpoints/llama3.1-8b-soft-panel,0.18933333333333333
47,checkpoints/llama3.1-8b-soft-panel-clipped,0.136
47,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14066666666666666
47,checkpoints/llama3.1-8b-soft-panel-square,0.14466666666666667
48,checkpoints/llama3.1-8b-full-prism,0.13866666666666666
48,checkpoints/llama3.1-8b-hard-panel,0.19533333333333333
48,checkpoints/llama3.1-8b-soft-panel,0.16333333333333333
48,checkpoints/llama3.1-8b-soft-panel-clipped,0.16666666666666666
48,checkpoints/llama3.1-8b-soft-panel-sqrt,0.16633333333333333
48,checkpoints/llama3.1-8b-soft-panel-square,0.16966666666666666
49,checkpoints/llama3.1-8b-full-prism,0.17866666666666667
49,checkpoints/llama3.1-8b-hard-panel,0.18266666666666667
49,checkpoints/llama3.1-8b-soft-panel,0.19366666666666665
49,checkpoints/llama3.1-8b-soft-panel-clipped,0.152
49,checkpoints/llama3.1-8b-soft-panel-sqrt,0.144
49,checkpoints/llama3.1-8b-soft-panel-square,0.149
50,checkpoints/llama3.1-8b-full-prism,0.158
50,checkpoints/llama3.1-8b-hard-panel,0.233
50,checkpoints/llama3.1-8b-soft-panel,0.14866666666666667
50,checkpoints/llama3.1-8b-soft-panel-clipped,0.166
50,checkpoints/llama3.1-8b-soft-panel-sqrt,0.149
50,checkpoints/llama3.1-8b-soft-panel-square,0.14533333333333334
51,checkpoints/llama3.1-8b-full-prism,0.18833333333333332
51,checkpoints/llama3.1-8b-hard-panel,0.173
51,checkpoints/llama3.1-8b-soft-panel,0.19533333333333333
51,checkpoints/llama3.1-8b-soft-panel-clipped,0.15966666666666668
51,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14533333333333334
51,checkpoints/llama3.1-8b-soft-panel-square,0.13833333333333334
52,checkpoints/llama3.1-8b-full-prism,0.128
52,checkpoints/llama3.1-8b-hard-panel,0.18366666666666667
52,checkpoints/llama3.1-8b-soft-panel,0.17866666666666667
52,checkpoints/llama3.1-8b-soft-panel-clipped,0.165
52,checkpoints/llama3.1-8b-soft-panel-sqrt,0.167
52,checkpoints/llama3.1-8b-soft-panel-square,0.17766666666666667
53,checkpoints/llama3.1-8b-full-prism,0.13833333333333334
53,checkpoints/llama3.1-8b-hard-panel,0.22266666666666668
53,checkpoints/llama3.1-8b-soft-panel,0.149
53,checkpoints/llama3.1-8b-soft-panel-clipped,0.13133333333333333
53,checkpoints/llama3.1-8b-soft-panel-sqrt,0.169
53,checkpoints/llama3.1-8b-soft-panel-square,0.18966666666666668
54,checkpoints/llama3.1-8b-full-prism,0.18266666666666667
54,checkpoints/llama3.1-8b-hard-panel,0.21733333333333332
54,checkpoints/llama3.1-8b-soft-panel,0.157
54,checkpoints/llama3.1-8b-soft-panel-clipped,0.139
54,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14433333333333334
54,checkpoints/llama3.1-8b-soft-panel-square,0.15966666666666668
55,checkpoints/llama3.1-8b-full-prism,0.119
55,checkpoints/llama3.1-8b-hard-panel,0.22233333333333333
55,checkpoints/llama3.1-8b-soft-panel,0.09866666666666667
55,checkpoints/llama3.1-8b-soft-panel-clipped,0.17133333333333334
55,checkpoints/llama3.1-8b-soft-panel-sqrt,0.19466666666666665
55,checkpoints/llama3.1-8b-soft-panel-square,0.194
56,checkpoints/llama3.1-8b-full-prism,0.123
56,checkpoints/llama3.1-8b-hard-panel,0.21333333333333335
56,checkpoints/llama3.1-8b-soft-panel,0.09533333333333334
56,checkpoints/llama3.1-8b-soft-panel-clipped,0.183
56,checkpoints/llama3.1-8b-soft-panel-sqrt,0.203
56,checkpoints/llama3.1-8b-soft-panel-square,0.18233333333333332
57,checkpoints/llama3.1-8b-full-prism,0.14866666666666667
57,checkpoints/llama3.1-8b-hard-panel,0.20266666666666666
57,checkpoints/llama3.1-8b-soft-panel,0.11766666666666667
57,checkpoints/llama3.1-8b-soft-panel-clipped,0.18
57,checkpoints/llama3.1-8b-soft-panel-sqrt,0.16566666666666666
57,checkpoints/llama3.1-8b-soft-panel-square,0.18533333333333332
58,checkpoints/llama3.1-8b-full-prism,0.15666666666666668
58,checkpoints/llama3.1-8b-hard-panel,0.18733333333333332
58,checkpoints/llama3.1-8b-soft-panel,0.158
58,checkpoints/llama3.1-8b-soft-panel-clipped,0.16833333333333333
58,checkpoints/llama3.1-8b-soft-panel-sqrt,0.15933333333333333
58,checkpoints/llama3.1-8b-soft-panel-square,0.17033333333333334
59,checkpoints/llama3.1-8b-full-prism,0.167
59,checkpoints/llama3.1-8b-hard-panel,0.20766666666666667
59,checkpoints/llama3.1-8b-soft-panel,0.171
59,checkpoints/llama3.1-8b-soft-panel-clipped,0.15833333333333333
59,checkpoints/llama3.1-8b-soft-panel-sqrt,0.15333333333333332
59,checkpoints/llama3.1-8b-soft-panel-square,0.14266666666666666
60,checkpoints/llama3.1-8b-full-prism,0.128
60,checkpoints/llama3.1-8b-hard-panel,0.23533333333333334
60,checkpoints/llama3.1-8b-soft-panel,0.16333333333333333
60,checkpoints/llama3.1-8b-soft-panel-clipped,0.175
60,checkpoints/llama3.1-8b-soft-panel-sqrt,0.149
60,checkpoints/llama3.1-8b-soft-panel-square,0.14933333333333335
61,checkpoints/llama3.1-8b-full-prism,0.13666666666666666
61,checkpoints/llama3.1-8b-hard-panel,0.16466666666666666
61,checkpoints/llama3.1-8b-soft-panel,0.089
61,checkpoints/llama3.1-8b-soft-panel-clipped,0.207
61,checkpoints/llama3.1-8b-soft-panel-sqrt,0.21966666666666668
61,checkpoints/llama3.1-8b-soft-panel-square,0.183
62,checkpoints/llama3.1-8b-full-prism,0.18733333333333332
62,checkpoints/llama3.1-8b-hard-panel,0.18866666666666668
62,checkpoints/llama3.1-8b-soft-panel,0.183
62,checkpoints/llama3.1-8b-soft-panel-clipped,0.147
62,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14166666666666666
62,checkpoints/llama3.1-8b-soft-panel-square,0.15233333333333332
63,checkpoints/llama3.1-8b-full-prism,0.134
63,checkpoints/llama3.1-8b-hard-panel,0.14033333333333334
63,checkpoints/llama3.1-8b-soft-panel,0.11633333333333333
63,checkpoints/llama3.1-8b-soft-panel-clipped,0.18433333333333332
63,checkpoints/llama3.1-8b-soft-panel-sqrt,0.20333333333333334
63,checkpoints/llama3.1-8b-soft-panel-square,0.22166666666666668
64,checkpoints/llama3.1-8b-full-prism,0.14866666666666667
64,checkpoints/llama3.1-8b-hard-panel,0.233
64,checkpoints/llama3.1-8b-soft-panel,0.16233333333333333
64,checkpoints/llama3.1-8b-soft-panel-clipped,0.15233333333333332
64,checkpoints/llama3.1-8b-soft-panel-sqrt,0.146
64,checkpoints/llama3.1-8b-soft-panel-square,0.15766666666666668
65,checkpoints/llama3.1-8b-full-prism,0.14533333333333334
65,checkpoints/llama3.1-8b-hard-panel,0.211
65,checkpoints/llama3.1-8b-soft-panel,0.151
65,checkpoints/llama3.1-8b-soft-panel-clipped,0.164
65,checkpoints/llama3.1-8b-soft-panel-sqrt,0.17966666666666667
65,checkpoints/llama3.1-8b-soft-panel-square,0.149
66,checkpoints/llama3.1-8b-full-prism,0.21133333333333335
66,checkpoints/llama3.1-8b-hard-panel,0.238
66,checkpoints/llama3.1-8b-soft-panel,0.16133333333333333
66,checkpoints/llama3.1-8b-soft-panel-clipped,0.123
66,checkpoints/llama3.1-8b-soft-panel-sqrt,0.11233333333333333
66,checkpoints/llama3.1-8b-soft-panel-square,0.154
67,checkpoints/llama3.1-8b-full-prism,0.13533333333333333
67,checkpoints/llama3.1-8b-hard-panel,0.22866666666666666
67,checkpoints/llama3.1-8b-soft-panel,0.13366666666666666
67,checkpoints/llama3.1-8b-soft-panel-clipped,0.162
67,checkpoints/llama3.1-8b-soft-panel-sqrt,0.16033333333333333
67,checkpoints/llama3.1-8b-soft-panel-square,0.18
68,checkpoints/llama3.1-8b-full-prism,0.14166666666666666
68,checkpoints/llama3.1-8b-hard-panel,0.201
68,checkpoints/llama3.1-8b-soft-panel,0.19433333333333333
68,checkpoints/llama3.1-8b-soft-panel-clipped,0.182
68,checkpoints/llama3.1-8b-soft-panel-sqrt,0.134
68,checkpoints/llama3.1-8b-soft-panel-square,0.147
69,checkpoints/llama3.1-8b-full-prism,0.169
69,checkpoints/llama3.1-8b-hard-panel,0.211
69,checkpoints/llama3.1-8b-soft-panel,0.15133333333333332
69,checkpoints/llama3.1-8b-soft-panel-clipped,0.158
69,checkpoints/llama3.1-8b-soft-panel-sqrt,0.153
69,checkpoints/llama3.1-8b-soft-panel-square,0.15766666666666668
70,checkpoints/llama3.1-8b-full-prism,0.115
70,checkpoints/llama3.1-8b-hard-panel,0.20366666666666666
70,checkpoints/llama3.1-8b-soft-panel,0.12733333333333333
70,checkpoints/llama3.1-8b-soft-panel-clipped,0.18866666666666668
70,checkpoints/llama3.1-8b-soft-panel-sqrt,0.192
70,checkpoints/llama3.1-8b-soft-panel-square,0.17333333333333334
71,checkpoints/llama3.1-8b-full-prism,0.15033333333333335
71,checkpoints/llama3.1-8b-hard-panel,0.20033333333333334
71,checkpoints/llama3.1-8b-soft-panel,0.17833333333333334
71,checkpoints/llama3.1-8b-soft-panel-clipped,0.155
71,checkpoints/llama3.1-8b-soft-panel-sqrt,0.14766666666666667
71,checkpoints/llama3.1-8b-soft-panel-square,0.16833333333333333
72,checkpoints/llama3.1-8b-full-prism,0.19366666666666665
72,checkpoints/llama3.1-8b-hard-panel,0.15033333333333335
72,checkpoints/llama3.1-8b-soft-panel,0.15366666666666667
72,checkpoints/llama3.1-8b-soft-panel-clipped,0.17333333333333334
72,checkpoints/llama3.1-8b-soft-panel-sqrt,0.16166666666666665
72,checkpoints/llama3.1-8b-soft-panel-square,0.16733333333333333
73,checkpoints/llama3.1-8b-full-prism,0.13966666666666666
73,checkpoints/llama3.1-8b-hard-panel,0.20533333333333334
73,checkpoints/llama3.1-8b-soft-panel,0.17833333333333334
73,checkpoints/llama3.1-8b-soft-panel-clipped,0.163
73,checkpoints/llama3.1-8b-soft-panel-sqrt,0.16366666666666665
