clause_id,model,win_share
21,checkpoints/community-alignment/llama3.1-8b-full-us,0.2695
21,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.235
21,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.196
21,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2235
21,meta-llama/Llama-3.1-8B,0.076
22,checkpoints/community-alignment/llama3.1-8b-full-us,0.142
22,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.154
22,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2225
22,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.198
22,meta-llama/Llama-3.1-8B,0.2835
23,checkpoints/community-alignment/llama3.1-8b-full-us,0.266
23,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.246
23,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.1925
23,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.241
23,meta-llama/Llama-3.1-8B,0.0545
24,checkpoints/community-alignment/llama3.1-8b-full-us,0.122
24,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.128
24,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2285
24,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.211
24,meta-llama/Llama-3.1-8B,0.3105
25,checkpoints/community-alignment/llama3.1-8b-full-us,0.15
25,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1415
25,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.253
25,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2035
25,meta-llama/Llama-3.1-8B,0.252
26,checkpoints/community-alignment/llama3.1-8b-full-us,0.2645
26,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.164
26,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2315
26,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2515
26,meta-llama/Llama-3.1-8B,0.0885
27,checkpoints/community-alignment/llama3.1-8b-full-us,0.2105
27,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.206
27,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.248
27,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1645
27,meta-llama/Llama-3.1-8B,0.171
28,checkpoints/community-alignment/llama3.1-8b-full-us,0.233
28,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.233
28,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2555
28,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2235
28,meta-llama/Llama-3.1-8B,0.055
29,checkpoints/community-alignment/llama3.1-8b-full-us,0.2035
29,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.2135
29,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.1615
29,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2285
29,meta-llama/Llama-3.1-8B,0.193
30,checkpoints/community-alignment/llama3.1-8b-full-us,0.1565
30,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.147
30,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.161
30,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.246
30,meta-llama/Llama-3.1-8B,0.2895
31,checkpoints/community-alignment/llama3.1-8b-full-us,0.249
31,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1695
31,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.241
31,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.186
31,meta-llama/Llama-3.1-8B,0.1545
32,checkpoints/community-alignment/llama3.1-8b-full-us,0.2345
32,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1755
32,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.1815
32,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1995
32,meta-llama/Llama-3.1-8B,0.209
33,checkpoints/community-alignment/llama3.1-8b-full-us,0.2445
33,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.215
33,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.1935
33,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.206
33,meta-llama/Llama-3.1-8B,0.141
34,checkpoints/community-alignment/llama3.1-8b-full-us,0.289
34,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.183
34,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.305
34,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1445
34,meta-llama/Llama-3.1-8B,0.0785
35,checkpoints/community-alignment/llama3.1-8b-full-us,0.2375
35,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.2225
35,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.1925
35,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.184
35,meta-llama/Llama-3.1-8B,0.1635
36,checkpoints/community-alignment/llama3.1-8b-full-us,0.226
36,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.223
36,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.1955
36,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1925
36,meta-llama/Llama-3.1-8B,0.163
37,checkpoints/community-alignment/llama3.1-8b-full-us,0.2135
37,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.187
37,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.237
37,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.224
37,meta-llama/Llama-3.1-8B,0.1385
38,checkpoints/community-alignment/llama3.1-8b-full-us,0.2015
38,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.226
38,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.231
38,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1875
38,meta-llama/Llama-3.1-8B,0.154
39,checkpoints/community-alignment/llama3.1-8b-full-us,0.3115
39,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1515
39,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2635
39,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.154
39,meta-llama/Llama-3.1-8B,0.1195
40,checkpoints/community-alignment/llama3.1-8b-full-us,0.144
40,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1905
40,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2015
40,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2115
40,meta-llama/Llama-3.1-8B,0.2525
41,checkpoints/community-alignment/llama3.1-8b-full-us,0.138
41,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.171
41,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2065
41,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.196
41,meta-llama/Llama-3.1-8B,0.2885
42,checkpoints/community-alignment/llama3.1-8b-full-us,0.2875
42,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.209
42,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2455
42,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1635
42,meta-llama/Llama-3.1-8B,0.0945
43,checkpoints/community-alignment/llama3.1-8b-full-us,0.193
43,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.2105
43,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.178
43,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1725
43,meta-llama/Llama-3.1-8B,0.246
44,checkpoints/community-alignment/llama3.1-8b-full-us,0.2425
44,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.21
44,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2145
44,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.217
44,meta-llama/Llama-3.1-8B,0.116
45,checkpoints/community-alignment/llama3.1-8b-full-us,0.2705
45,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.2355
45,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2115
45,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.192
45,meta-llama/Llama-3.1-8B,0.0905
46,checkpoints/community-alignment/llama3.1-8b-full-us,0.281
46,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.226
46,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.212
46,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.182
46,meta-llama/Llama-3.1-8B,0.099
47,checkpoints/community-alignment/llama3.1-8b-full-us,0.1715
47,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1955
47,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.164
47,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1955
47,meta-llama/Llama-3.1-8B,0.2735
48,checkpoints/community-alignment/llama3.1-8b-full-us,0.2555
48,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.183
48,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.3115
48,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.178
48,meta-llama/Llama-3.1-8B,0.072
49,checkpoints/community-alignment/llama3.1-8b-full-us,0.2065
49,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.235
49,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2255
49,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2035
49,meta-llama/Llama-3.1-8B,0.1295
50,checkpoints/community-alignment/llama3.1-8b-full-us,0.2035
50,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1795
50,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2145
50,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.203
50,meta-llama/Llama-3.1-8B,0.1995
51,checkpoints/community-alignment/llama3.1-8b-full-us,0.1355
51,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.193
51,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2265
51,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.22
51,meta-llama/Llama-3.1-8B,0.225
52,checkpoints/community-alignment/llama3.1-8b-full-us,0.2295
52,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.2345
52,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2095
52,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2015
52,meta-llama/Llama-3.1-8B,0.125
53,checkpoints/community-alignment/llama3.1-8b-full-us,0.1775
53,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.2315
53,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2025
53,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1825
53,meta-llama/Llama-3.1-8B,0.206
54,checkpoints/community-alignment/llama3.1-8b-full-us,0.217
54,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.205
54,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2
54,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.175
54,meta-llama/Llama-3.1-8B,0.203
55,checkpoints/community-alignment/llama3.1-8b-full-us,0.2445
55,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.17
55,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.241
55,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.168
55,meta-llama/Llama-3.1-8B,0.1765
56,checkpoints/community-alignment/llama3.1-8b-full-us,0.2635
56,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.221
56,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.227
56,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1765
56,meta-llama/Llama-3.1-8B,0.112
57,checkpoints/community-alignment/llama3.1-8b-full-us,0.1915
57,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1735
57,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.261
57,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.189
57,meta-llama/Llama-3.1-8B,0.185
58,checkpoints/community-alignment/llama3.1-8b-full-us,0.1845
58,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1735
58,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.1775
58,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1725
58,meta-llama/Llama-3.1-8B,0.292
59,checkpoints/community-alignment/llama3.1-8b-full-us,0.1695
59,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1645
59,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.209
59,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.176
59,meta-llama/Llama-3.1-8B,0.281
60,checkpoints/community-alignment/llama3.1-8b-full-us,0.1255
60,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.185
60,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2485
60,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1795
60,meta-llama/Llama-3.1-8B,0.2615
61,checkpoints/community-alignment/llama3.1-8b-full-us,0.2645
61,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.2575
61,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.178
61,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.196
61,meta-llama/Llama-3.1-8B,0.104
62,checkpoints/community-alignment/llama3.1-8b-full-us,0.264
62,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.203
62,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.259
62,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.238
62,meta-llama/Llama-3.1-8B,0.036
63,checkpoints/community-alignment/llama3.1-8b-full-us,0.2185
63,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.206
63,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.225
63,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1995
63,meta-llama/Llama-3.1-8B,0.151
64,checkpoints/community-alignment/llama3.1-8b-full-us,0.137
64,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.172
64,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.217
64,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.187
64,meta-llama/Llama-3.1-8B,0.287
65,checkpoints/community-alignment/llama3.1-8b-full-us,0.1745
65,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.132
65,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.247
65,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1945
65,meta-llama/Llama-3.1-8B,0.252
66,checkpoints/community-alignment/llama3.1-8b-full-us,0.176
66,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.23
66,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.163
66,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1825
66,meta-llama/Llama-3.1-8B,0.2485
67,checkpoints/community-alignment/llama3.1-8b-full-us,0.2555
67,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.19
67,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2635
67,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1785
67,meta-llama/Llama-3.1-8B,0.1125
68,checkpoints/community-alignment/llama3.1-8b-full-us,0.1435
68,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.216
68,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2135
68,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.173
68,meta-llama/Llama-3.1-8B,0.254
69,checkpoints/community-alignment/llama3.1-8b-full-us,0.1275
69,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.176
69,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.226
69,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.2125
69,meta-llama/Llama-3.1-8B,0.258
70,checkpoints/community-alignment/llama3.1-8b-full-us,0.272
70,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.252
70,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.1915
70,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1895
70,meta-llama/Llama-3.1-8B,0.095
71,checkpoints/community-alignment/llama3.1-8b-full-us,0.1995
71,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.175
71,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2175
71,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.201
71,meta-llama/Llama-3.1-8B,0.207
72,checkpoints/community-alignment/llama3.1-8b-full-us,0.238
72,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.208
72,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.25
72,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1905
72,meta-llama/Llama-3.1-8B,0.1135
73,checkpoints/community-alignment/llama3.1-8b-full-us,0.1455
73,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.1905
73,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.23
73,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1805
73,meta-llama/Llama-3.1-8B,0.2535
74,checkpoints/community-alignment/llama3.1-8b-full-us,0.2215
74,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.195
74,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2025
74,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.1615
74,meta-llama/Llama-3.1-8B,0.2195
75,checkpoints/community-alignment/llama3.1-8b-full-us,0.1855
75,checkpoints/community-alignment/llama3.1-8b-hard-us-k350,0.213
75,checkpoints/community-alignment/llama3.1-8b-soft-us-k350,0.2155
75,checkpoints/community-alignment/llama3.1-8b-us-balanced-subset,0.188
75,meta-llama/Llama-3.1-8B,0.198
